Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
1-01369-7501,420 EAST 58 STREET,MIDTOWN EAST,R4-CONDOMINIUM,75,1986,85992,3479236,1223666,2255570,18009009,2015
1-01370-7501,40 SUTTON PLACE,MIDTOWN EAST,R4-CONDOMINIUM,75,1981,61175,2995128,928025,2067103,16543001,2015
1-01373-7501,455 MAIN STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,230,2004,184076,7094289,2179460,4914829,39167995,2015
1-01373-7502,425 MAIN STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,216,2006,185948,7164576,2201624,4962952,39561000,2015
1-01373-7503,415 MAIN STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,123,2007,158770,7624135,2503803,5120332,40972000,2015
1-01374-7502,502 PARK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,126,2002,220037,12159245,3606406,8552839,68402004,2015
1-01375-7501,40 EAST 61 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,36,1928,78349,3122208,1078082,2044126,16314001,2015
1-01377-7502,26 EAST 63 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,68,1901,85219,3396829,1065238,2331591,18609012,2015
1-01379-7504,838 5 AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,18,1951,70414,3389730,1137186,2252544,18028001,2015
1-01380-7501,40 EAST 66 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,33,1929,95425,3708216,1135558,2572658,20509000,2015
1-01381-7504,21 EAST 66 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,19,1941,43682,1925939,499722,1426217,11406001,2015
1-01382-7501,20 EAST 68 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,84,1955,96152,3737428,1266322,2471106,19708000,2015
1-01384-7501,839 MADISON AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,11,1927,56415,2382970,516761,1866209,14913000,2015
1-01386-7501,50 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,48,1928,92781,3532173,1397282,2134891,17007001,2015
1-01386-7502,52 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,16,1986,42830,1921354,352491,1568863,12546999,2015
1-01388-7501,923 5 AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,97,1950,153046,6348348,1870222,4478126,35777997,2015
1-01389-7501,23 EAST 74 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,72,1912,82280,2798343,721596,2076747,16462000,2015
1-01390-7501,30 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,15,1928,24277,1183989,231603,952386,7624001,2015
1-01390-7502,32 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,30,1982,42054,2105644,443670,1661974,13297003,2015
1-01391-7501,14 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,12,1910,9445,402546,146114,256432,2050000,2015
1-01392-7501,1009 MADISON AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,111,1958,176897,6967973,2442948,4525025,36096012,2015
1-01395-7501,1010 3 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,166,1963,165925,7461647,2394298,5067349,40551000,2015
1-01395-7502,521 PARK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,25,1912,50302,2440653,790747,1649906,13203998,2015
1-01395-7503,525 PARK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,48,1915,100093,4003720,1624509,2379211,18988000,2015
1-01397-7502,149 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,12,1915,4777,189169,38980,150189,1197998,2015
1-01397-7503,166 EAST 63 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,157,1959,204524,9291525,2347936,6943589,55567995,2015
1-01397-7504,130 EAST 63 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,74,1960,104981,3648090,1361604,2286486,18153000,2015
1-01397-7505,140 EAST 63 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,86,1927,128842,5720585,2234120,3486465,27881003,2015
1-01398-7501,188 EAST 64 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,197,1987,216171,9926572,2153063,7773509,62161299,2015
1-01398-7502,139 EAST 63 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,52,1962,90629,3693132,1420156,2272976,18149000,2015
1-01400-7501,181 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,93,2000,180846,9494415,3247994,6246421,49963002,2015
1-01402-7501,1156 3 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,164,1965,129320,5177973,1531149,3646824,29107000,2015
1-01404-7503,188 EAST 70 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,97,1986,165624,8021170,2446266,5574904,44614000,2015
1-01405-7501,110 EAST 71 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,21,1982,34906,1776366,555354,1221012,9770012,2015
1-01406-7503,993 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,24,1914,75678,3413078,859702,2553376,20435000,2015
1-01406-7504,737 PARK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,65,1940,193115,8692106,2205373,6486733,51914997,2015
1-01407-7501,157 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,138,1924,108820,4150395,1177432,2972963,23687004,2015
1-01409-7501,157 EAST 74 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,19,1986,41754,1351995,271819,1080176,8540999,2015
1-01409-7502,1040 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,55,1929,117892,4890160,1604510,3285650,26248000,2015
1-01409-7503,1036 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,32,1925,53255,2201029,524029,1677000,13393000,2015
1-01410-7502,1065 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,30,1925,45621,1927943,418345,1509598,12063000,2015
1-01410-7503,188 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,73,1996,155731,5691968,999793,4692175,37317998,2015
1-01410-7504,823 PARK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,38,1920,55758,2061373,708127,1353246,10768000,2015
1-01411-7501,145 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,20,1999,68979,2892979,620811,2272168,18157000,2015
1-01411-7502,170 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,53,1942,79883,3374258,546400,2827858,22599002,2015
1-01412-7501,170 EAST 78 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,34,1927,54967,2106335,588697,1517638,12093000,2015
1-01412-7502,188 EAST 78 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,71,2000,165787,6747531,1634660,5112871,40829998,2015
1-01412-7503,177 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,57,1942,87546,2617625,714375,1903250,14943998,2015
1-01413-7501,124 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,66,1985,97000,4310680,1103860,3206820,25643989,2015
1-01413-7502,179 EAST 78 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,14,1900,9285,362394,105199,257195,2051000,2015
1-01414-7502,205 EAST 59 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,62,2003,82086,3647902,1127862,2520040,20150998,2015
1-01414-7503,250 EAST 60 STREET,UPPER EAST SIDE (59-79),RR-CONDOMINIUM,42,2006,37492,1203118,521139,681979,5387000,2015
1-01419-7502,200 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,295,1987,318183,15450966,4158652,11292314,90374006,2015
1-01419-7503,220 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,287,1978,307730,14943369,4502090,10441279,83546010,2015
1-01420-7501,200 EAST 66 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,526,1951,925645,32925193,13144159,19781034,157186515,2015
1-01425-7501,1329 2 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,88,1957,89223,2668660,817283,1851377,14537000,2015
1-01436-7502,350 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,93,1977,66688,2872919,1073010,1799909,14391001,2015
1-01436-7503,1115 1 AVENUE,UPPER EAST SIDE (59-79),RR-CONDOMINIUM,45,2005,28035,1254006,450242,803764,6428000,2015
1-01438-7501,340 EAST 64 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,308,1965,504238,19977910,5899585,14078325,112325060,2015
1-01439-7501,304 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,127,1987,149981,7037109,1787774,5249335,41997993,2015
1-01439-7502,330 EAST 65 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,56,1910,30899,1093825,174888,918937,7302000,2015
1-01443-7501,265 1 AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,20,1984,22283,981120,218373,762747,6098005,2015
1-01444-7501,301 EAST 69 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,198,1963,206278,6757667,2225740,4531927,35845000,2015
1-01445-7501,1328 2 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,284,1961,277477,11201746,4270371,6931375,55336000,2015
1-01446-7501,350 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,36,1988,70776,2728415,678742,2049673,16335995,2015
1-01446-7503,330 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,13,2005,33133,1566860,449283,1117577,8944000,2015
1-01447-7501,305 EAST 72 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,177,1961,175387,5624661,1655653,3969008,31347000,2015
1-01448-7501,340 EAST 74 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,121,1957,119227,4609316,1904055,2705261,21564000,2015
1-01449-7501,1439 1 AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,197,1985,238634,10578645,3648714,6929931,55416973,2015
1-01449-7502,339 EAST 74 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,149,1987,148594,5520267,1081764,4438503,35332000,2015
1-01450-7501,333 EAST 75 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,125,1961,91143,3648454,1482897,2165557,17284000,2015
1-01451-7501,300 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,86,2000,187530,7632471,2374130,5258341,41987999,2015
1-01452-7501,303 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,30,2008,61517,2889453,571493,2317960,18544000,2015
1-01458-7501,1154 1 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,16,1910,12000,391800,137880,253920,2009000,2015
1-01458-7502,1175 YORK AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,238,1958,304510,10867962,3581038,7286924,57916000,2015
1-01458-7502,1175 YORK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,4,1958,2764,97127,31593,65534,521001,2015
1-01458-7503,425 EAST 63 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,495,1956,456286,14957055,5429803,9527252,75356000,2015
1-01460-7501,404 EAST 66 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,158,1959,142140,5031756,1729844,3301912,26239002,2015
1-01461-7501,400 EAST 67 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,128,2005,246580,11101032,3866374,7234658,57858990,2015
1-01464-7501,400 EAST 70 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,216,1984,248163,11172298,3891196,7281102,58230009,2015
1-01466-7501,422 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,204,1990,322581,14522597,5058070,9464527,75692010,2015
1-01469-7501,401 EAST 74 STREET,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,251,1962,273109,12325409,5393903,6931506,55482000,2015
1-01469-7502,433 EAST 74 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,11,2007,33480,1583269,488808,1094461,8756997,2015
1-01470-7501,404 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,181,1999,200000,8144000,1974000,6170000,49268006,2015
1-01471-7501,435 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,26,1900,24989,985566,268882,716684,5717002,2015
1-01473-7502,460 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,120,1959,141945,5161120,1758699,3402421,27057005,2015
1-01473-7503,399 1 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,36,1910,21145,794629,294550,500079,3982000,2015
1-01473-7504,408 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,53,2004,108075,4277609,1068862,3208747,25599999,2015
1-01483-7501,524 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,146,1989,233223,10618643,3663933,6954710,55623999,2015
1-01484-7501,515 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,325,1985,433098,21784829,8059954,13724875,109830992,2015
1-01487-7501,1420 YORK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,95,1956,50038,1791861,512389,1279472,10171002,2015
1-01487-7502,530 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,209,1986,317169,16445213,5889828,10555385,84452997,2015
1-01491-7501,900 PARK AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,126,1973,199534,7859644,1831722,6027922,48086018,2015
1-01491-7502,988 5 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,13,1926,50888,2103201,500738,1602463,12797000,2015
1-01492-7501,45 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,50,1987,101117,4611946,1166890,3445056,27555995,2015
1-01493-7501,1080 MADISON AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,29,1981,50384,1737744,294243,1443501,11455009,2015
1-01493-7502,22 EAST 82 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,9,1900,18949,753981,235347,518634,4137997,2015
1-01493-7503,1082 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,17,1910,22751,955997,373571,582426,4655000,2015
1-01493-7504,944 PARK AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,23,1929,52387,1949320,519155,1430165,11382001,2015
1-01495-7501,1114 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,56,1938,83594,3274377,1148582,2125795,16952000,2015
1-01496-7501,30 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,92,1987,152249,7240962,2428372,4812590,38511005,2015
1-01497-7501,1049 5 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,54,1928,140295,6791681,1757896,5033785,40281996,2015
1-01497-7501,1049 5 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,12,1928,3812,168414,48451,119963,959000,2015
1-01498-7501,55 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,46,1924,97767,4855109,1344296,3510813,28097003,2015
1-01499-7501,60 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,18,1986,60288,2741898,888042,1853856,14826998,2015
1-01501-7501,1239 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,251,1969,487413,17702840,7442797,10260043,81609000,2015
1-01503-7501,47 EAST 91 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,10,1920,45847,2274470,903644,1370826,10970997,2015
1-01505-7501,55 EAST 93 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,29,1980,23232,865392,231623,633769,5045002,2015
1-01505-7502,40 EAST 94 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,207,1984,299069,13470068,4871834,8598234,68771993,2015
1-01507-7501,14 EAST 96 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,17,1985,25633,878443,207371,671072,5323007,2015
1-01510-7501,1438 3 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,1985,138096,6038938,1201435,4837503,38689005,2015
1-01511-7501,129 EAST 82 STREET,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,32,1916,48138,1642950,485231,1157719,9177000,2015
1-01511-7502,167 EAST 82 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,40,1929,64523,1869231,704591,1164640,9123000,2015
1-01512-7502,1474 3 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,30,1981,59931,2316333,538180,1778153,14173002,2015
1-01513-7501,171 EAST 84 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,219,1987,285668,15471779,5924754,9547025,76360002,2015
1-01513-7502,150 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,102,1986,82637,3615369,718942,2896427,23161998,2015
1-01514-7501,120 EAST 86 STREET,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,16,1920,15101,522646,170792,351854,2792000,2015
1-01514-7502,150 EAST 86 STREET,UPPER EAST SIDE (79-96),RR-CONDOMINIUM,24,2007,63040,4927837,1714688,3213149,25489000,2015
1-01514-7502,150 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,97,2007,294700,13196666,4370401,8826265,70580001,2015
1-01516-7501,153 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,42,1928,50156,1917965,622436,1295529,10325998,2015
1-01517-7501,111 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,59,1929,71863,2760976,962246,1798730,14334010,2015
1-01518-7501,1354 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,104,1962,88510,3698833,1503785,2195048,17537005,2015
1-01519-7501,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,2003,199437,7855823,2516895,5338928,42594005,2015
1-01521-7501,134 EAST 93 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,30,1989,43060,1710774,443949,1266825,10108997,2015
1-01524-7501,1235 PARK AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,59,1928,95534,3347511,1234299,2113212,16785999,2015
1-01524-7502,108 EAST 96 STREET,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,112,1985,104951,3718414,912024,2806390,22297000,2015
1-01527-7501,1441 3 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,61,1985,99039,3900156,1264728,2635428,21025001,2015
1-01531-7501,205 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,165,2007,274377,14860258,5687835,9172423,73332000,2015
1-01532-7501,225 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,60,1981,59228,2289162,455463,1833699,14623006,2015
1-01534-7501,200 EAST 89 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,253,1987,235069,11464315,4981112,6483203,51885983,2015
1-01534-7502,237 EAST 88 STREET,UPPER EAST SIDE (79-96),R2-CONDOMINIUM,19,1920,8600,316222,41968,274254,2183000,2015
1-01536-7501,1601 3 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,1258,1975,1496819,54424339,17647496,36776843,292502995,2015
1-01539-7501,1801 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,290,1985,391767,15286748,4571921,10714827,85452008,2015
1-01540-7501,206 EAST 95 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,43,1989,43065,1710972,556400,1154572,9214999,2015
1-01540-7502,212 EAST 95 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,22,2007,37488,1645723,480221,1165502,9317997,2015
1-01542-7501,301 EAST 7 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,538,1974,433154,17889260,5427420,12461840,99542890,2015
1-01543-7501,345 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,328,1973,331552,13855558,5553496,8302062,66326000,2015
1-01544-7501,350 EAST 82 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,148,1998,213419,10406310,3611049,6795261,54384002,2015
1-01547-7501,1628 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,14,1915,7921,323335,136241,187094,1493999,2015
1-01548-7501,320 EAST 86 STREET,UPPER EAST SIDE (79-96),R9-CONDOMINIUM,27,1925,16350,650076,196200,453876,3624000,2015
1-01548-7502,305 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,59,2008,106286,4567109,933191,3633918,29059003,2015
1-01550-7501,360 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,163,1988,273330,14803553,5228803,9574750,76550002,2015
1-01551-7501,348 EAST 89 STREET,UPPER EAST SIDE (79-96),R2-CONDOMINIUM,14,1915,8345,325038,94465,230573,1839002,2015
1-01552-7501,1724 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,26,1910,13796,576673,222116,354557,2833002,2015
1-01552-7502,1730 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,31,1987,25593,1017066,241854,775212,6187001,2015
1-01552-7503,323 EAST 89 STREET,UPPER EAST SIDE (79-96),R2-CONDOMINIUM,14,1910,7715,342700,128146,214554,1716000,2015
1-01554-7501,1760 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,154,2000,181821,7921941,2512766,5409175,43245007,2015
1-01555-7501,1776 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,221,1987,220209,9821321,3732543,6088778,48693999,2015
1-01557-7501,1838 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,18,1987,17550,619515,179888,439627,3494002,2015
1-01562-7501,450 EAST 83 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,120,2005,180466,7861099,2753911,5107188,40848009,2015
1-01564-7502,401 EAST 84 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,88,1986,105768,4545909,1029123,3516786,28113002,2015
1-01565-7501,420 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,45,1935,51750,1553018,392783,1160235,9111997,2015
1-01566-7501,455 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,148,1986,167332,7300695,2725838,4574857,36584005,2015
1-01569-7501,402 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,82,1910,109500,4288020,1598700,2689320,21447003,2015
1-01569-7503,400 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,128,1999,112798,4465673,968935,3496738,27896010,2015
1-01576-7501,510 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,92,1986,81223,3200998,757811,2443187,19491004,2015
1-01577-7501,520 EAST 81 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,164,1964,103108,3773753,1336280,2437473,19391992,2015
1-01577-7502,525 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,68,1981,137403,5350473,1548532,3801941,30319000,2015
1-01577-7503,507 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,16,1925,18290,822867,322087,500780,4007001,2015
1-01578-7501,52 EAST END AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,82,1988,118052,4844854,1865222,2979632,23796998,2015
1-01578-7502,48 EAST END AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,32,1910,12888,514360,132489,381871,3047995,2015
1-01580-7501,90 EAST END AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,40,1999,119396,5605642,1947349,3658293,29268998,2015
1-01583-7501,500A EAST 87 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,90,1963,106578,3641770,1355672,2286098,18127995,2015
1-01584-7501,170 EAST END AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,97,2005,268404,13082011,4538712,8543299,68368996,2015
1-01599-7501,1400 5 AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,129,2003,163480,4181818,1814628,2367190,18322002,2015
1-01599-7502,40 WEST 116 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,248,2006,395140,9092171,2781786,6310385,48078989,2015
1-01600-7501,130 LENOX AVENUE,HARLEM-CENTRAL,R9-CONDOMINIUM,240,2000,312016,7260612,3575703,3684909,28116000,2015
1-01600-7502,23 WEST 116 STREET,HARLEM-CENTRAL,RR-CONDOMINIUM,110,2013,108560,2882268,1321175,1561093,12121228,2015
1-01600-7503,23 WEST 116 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,83,2013,127164,5314184,1878212,3435972,27452989,2015
1-01602-7501,65 EAST 96 STREET,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,60,1924,108700,5263254,1535931,3727323,29833006,2015
1-01602-7502,21 EAST 96 STREET,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,9,2006,29100,1109292,388194,721098,5744998,2015
1-01607-7501,1200 5 AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,47,1928,120464,5599167,1428703,4170464,33376991,2015
1-01607-7502,1212 5 AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,54,1925,121245,5036517,2120575,2915942,23295996,2015
1-01613-7501,1255 5 AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,59,1925,63284,1613742,726500,887242,6857996,2015
1-01614-7501,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,11,2003,7742,181472,76336,105136,804000,2015
1-01615-7501,1280 5 AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,113,2008,166391,6807056,2076560,4730496,37770004,2015
1-01621-7501,1405 5 AVENUE,HARLEM-EAST,RR-CONDOMINIUM,17,2009,17666,430344,204749,225595,1734000,2015
1-01621-7502,55 EAST 115 STREET,HARLEM-EAST,RR-CONDOMINIUM,55,2009,43516,951695,330722,620973,4695000,2015
1-01623-7501,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOMINIUM,152,2003,109646,2202788,1007647,1195141,8922000,2015
1-01627-7501,158 EAST 100 STREET,HARLEM-EAST,R4-CONDOMINIUM,12,2004,6342,231420,82636,148784,1183001,2015
1-01629-7502,1595 LEXINGTON AVENUE,HARLEM-EAST,R4-CONDOMINIUM,40,2007,36131,943019,448747,494272,3831999,2015
1-01630-7501,169 EAST 102 STREET,HARLEM-EAST,R2-CONDOMINIUM,17,1920,9590,169839,92927,76912,559000,2015
1-01630-7501,173 EAST 102 STREET,HARLEM-EAST,R2-CONDOMINIUM,17,1920,9590,169839,92927,76912,559001,2015
1-01630-7502,117 EAST 102 STREET,HARLEM-EAST,R4-CONDOMINIUM,11,2006,12184,310083,114408,195675,1513002,2015
1-01631-7501,1635 LEXINGTON AVENUE,HARLEM-EAST,R4-CONDOMINIUM,42,2013,42273,1411073,423153,987920,7823005,2015
1-01632-7501,165 EAST 104 STREET,HARLEM-EAST,R2-CONDOMINIUM,12,1910,7690,159721,83975,75746,569004,2015
