Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
1-00132-7503,71 MURRAY STREET,TRIBECA,R4-ELEVATOR,11,2001,54500,2492285,740110,1752175,13342000,2013
1-00132-7503,71 MURRAY STREET,TRIBECA,R4-CONDOMINIUM,11,2001,55484,2584652,734989,1849663,13853000,2014
1-00132-7503,71 MURRAY STREET,TRIBECA,R4-CONDOMINIUM,11,2001,55484,2683206,764015,1919191,15357001,2015
1-00132-7503,71 MURRAY STREET,TRIBECA,R4-ELEVATOR,11,2001,55484,3150936,985396,2165540,17328001,2016
1-00375-7501,71 AVENUE D,ALPHABET CITY,R4-CONDOMINIUM,25,2001,27798,762499,289655,472844,3570000,2012
1-00375-7501,71 AVENUE D,ALPHABET CITY,R4-ELEVATOR,25,2001,27798,775842,285207,490635,3736004,2013
1-00375-7501,71 AVENUE D,ALPHABET CITY,R4-CONDOMINIUM,25,2001,27798,879807,361930,517877,3949000,2014
1-00375-7501,71 AVENUE D,ALPHABET CITY,R4-ELEVATOR,25,2001,27798,1020465,365544,654921,5241003,2016
1-00375-7501,71 AVENUE D,ALPHABET CITY,R4  -ELEVATOR,25,2001,27798,1078840,298273,780567,6273005,2018
1-00390-7502,338 EAST 8 STREET,ALPHABET CITY,R9-CONDOMINIUM,78,2001,65832,2639205,805784,1833421,14362000,2012
1-00390-7502,338 EAST 8 STREET,ALPHABET CITY,R9-CONDOPS,78,2001,65832,2671463,818292,1853171,14112000,2013
1-00390-7502,342 EAST 8 STREET,ALPHABET CITY,R9-CONDOMINIUM,78,2001,65832,2577532,803142,1774390,13529000,2014
1-00390-7502,342 EAST 8 STREET,ALPHABET CITY,R9-CONDOMINIUM,78,2001,65832,2593122,730735,1862387,14857000,2015
1-00390-7502,342 EAST 8 STREET,ALPHABET CITY,R9-CONDOPS,78,2001,65832,2918333,936131,1982202,15861000,2016
1-00390-7502,342 EAST 8 STREET,ALPHABET CITY,R9-CONDOPS,78,2001,65832,3416681,1003280,2413401,19306000,2017
1-00390-7502,342 EAST 8 STREET,ALPHABET CITY,R9  -CONDOPS,78,2001,65832,3257367,753776,2503591,20151000,2018
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,15957,629025,182389,446636,3372000,2012
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-WALK-UP,12,2001,15957,654397,171059,483338,3681000,2013
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,15957,669380,173369,496011,3781998,2014
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,15957,692534,199782,492752,3938994,2015
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-WALK-UP,12,2001,15957,768330,254195,514135,4113996,2016
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-WALK-UP,12,2001,15957,717905,212547,505358,4042998,2017
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2  -WALK-UP,12,2001,15957,688864,189888,498976,4015998,2018
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2  -WALK-UP,12,2001,15957,759234,221962,537272,4362996,2019
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,11495,453133,131388,321745,1942600,2012
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-WALK-UP,12,2001,11495,461064,131273,329791,2512000,2013
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,11495,487145,136306,350839,2674998,2014
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,11495,501182,163344,337838,2701005,2015
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-WALK-UP,12,2001,11495,560036,198404,361632,2894000,2016
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-WALK-UP,12,2001,11495,529460,172310,357150,2857001,2017
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2  -WALK-UP,12,2001,11495,512562,158171,354391,2852004,2018
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2  -WALK-UP,12,2001,11495,559921,179897,380024,3086002,2019
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,13,2001,15742,491780,157420,334360,2524004,2012
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-ELEVATOR,13,2001,15742,500438,157577,342861,2611004,2013
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,13,2001,15742,516268,173329,342939,2615002,2014
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,13,2001,15742,436998,75876,361122,2815003,2015
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-ELEVATOR,13,2001,15742,585760,137113,448647,3590003,2016
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-ELEVATOR,13,2001,15742,685564,226213,459351,3674004,2017
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4  -ELEVATOR,13,2001,15742,669350,213619,455731,3668003,2018
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4  -ELEVATOR,13,2001,15742,720826,214249,506577,4114001,2019
1-00637-7504,176 PERRY STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,23,2001,88141,3968108,1198718,2769390,20909001,2012
1-00637-7504,176 PERRY STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,23,2001,88141,4117948,1225160,2892788,22033001,2013
1-00637-7504,176 PERRY STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,23,2001,88141,3588220,1070913,2517307,19194001,2014
1-00637-7504,176 PERRY STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,23,2001,88141,3823557,1111458,2712099,21684000,2015
1-00637-7504,176 PERRY STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,23,2001,88141,4279246,1248077,3031169,24254998,2016
1-00637-7504,176 PERRY STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,23,2001,88141,4254566,1213702,3040864,24324999,2017
1-00637-7504,176 PERRY STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,23,2001,88141,5084854,1105288,3979566,32319999,2019
1-00790-7502,125 WEST 14 STREET,CHELSEA,RR-CONDOMINIUM,213,2001,180281,8528896,2634377,5894519,46322000,2012
1-00790-7502,120 WEST 15 STREET,CHELSEA,RR-CONDOMINIUM,62,2001,97866,3703249,995297,2707952,21156000,2012
1-00790-7502,120 WEST 15 STREET,CHELSEA,RR-CONRENTAL,62,2001,97866,3700313,767269,2933044,22335000,2013
1-00790-7502,120 WEST 15 STREET,CHELSEA,RR-CONDOMINIUM,62,2001,97866,4227811,370912,3856899,29408000,2014
1-00790-7502,120 WEST 15 STREET,CHELSEA,RR-CONDOMINIUM,62,2001,97866,4677016,811309,3865707,30933000,2015
1-00790-7502,120 WEST 15 STREET,CHELSEA,RR-CONRENT,62,2001,97866,4977465,1217453,3760012,30087000,2016
1-00790-7502,120 WEST 15 STREET,CHELSEA,RR-CONRENT,62,2001,97866,4497921,601876,3896045,31166000,2017
1-00790-7502,120 WEST 15 STREET,CHELSEA,RR  -CONRENT,62,2001,97866,5063587,1092185,3971402,31966000,2018
1-00790-7502,125 WEST 14 STREET,CHELSEA,RR  -CONRENT,213,2001,180281,11768744,3706577,8062167,65477000,2019
1-00793-7505,151 WEST 17 STREET,CHELSEA,R4-CONDOMINIUM,51,2001,111514,4303325,964596,3338729,25207001,2012
1-00793-7505,151 WEST 17 STREET,CHELSEA,R4-ELEVATOR,51,2001,111514,4297750,1197660,3100090,23607002,2013
1-00793-7505,151 WEST 17 STREET,CHELSEA,R4-CONDOMINIUM,51,2001,111514,4816290,743798,4072492,31051998,2014
1-00793-7505,151 WEST 17 STREET,CHELSEA,R4-CONDOMINIUM,51,2001,111514,4833017,1172012,3661005,29274003,2015
1-00793-7505,151 WEST 17 STREET,CHELSEA,R4-ELEVATOR,51,2001,111514,5545591,1180933,4364658,34926006,2016
1-00793-7505,151 WEST 17 STREET,CHELSEA,R4-ELEVATOR,51,2001,111514,6051865,2273770,3778095,30222002,2017
1-00839-7502,66 WEST 38 STREET,FASHION,RR-CONDOMINIUM,299,2001,211923,11522795,2749200,8773595,68948000,2012
1-00839-7502,66 WEST 38 STREET,FASHION,RR-CONDOMINIUM,299,2001,279090,15436468,5710181,9726287,77762000,2015
1-00839-7502,66 WEST 38 STREET,FASHION,RR-CONRENT,299,2001,279090,13948918,4800348,9148570,73183000,2017
1-00839-7502,66 WEST 38 STREET,FASHION,RR  -CONRENT,299,2001,279090,14920151,4295195,10624956,85520000,2018
1-00910-7501,250 EAST 30 STREET,MURRAY HILL,R4-CONDOMINIUM,80,2001,79132,3288726,1049290,2239436,16907997,2012
1-00910-7501,250 EAST 30 STREET,MURRAY HILL,R4-ELEVATOR,80,2001,79132,3392389,1067491,2324898,17703999,2013
1-00910-7501,250 EAST 30 STREET,MURRAY HILL,R4-CONDOMINIUM,80,2001,79132,3728700,1331792,2396908,18276004,2014
1-00910-7501,250 EAST 30 STREET,MURRAY HILL,R4-ELEVATOR,80,2001,79132,4311903,1224172,3087731,24704994,2016
1-00910-7501,250 EAST 30 STREET,MURRAY HILL,R4-ELEVATOR,80,2001,79132,3798336,1131588,2666748,21329994,2017
1-00910-7501,250 EAST 30 STREET,MURRAY HILL,R4  -ELEVATOR,80,2001,79132,4065011,1380853,2684158,21604998,2018
1-00910-7501,250 EAST 30 STREET,MURRAY HILL,R4  -ELEVATOR,80,2001,79132,4252554,1247912,3004642,24401994,2019
1-01313-7501,151 EAST 58 STREET,MIDTOWN CBD,R4-CONDOMINIUM,105,2001,365000,15713250,4562500,11150750,84188002,2012
1-01313-7501,151 EAST 58 STREET,MIDTOWN CBD,R4-ELEVATOR,105,2001,365000,15257000,4376350,10880650,82847999,2013
1-01313-7501,151 EAST 58 STREET,MIDTOWN CBD,R4-CONDOMINIUM,105,2001,365000,15596450,4591700,11004750,83910003,2014
1-01313-7501,151 EAST 58 STREET,MIDTOWN CBD,R4-CONDOMINIUM,105,2001,365000,16439600,5343600,11096000,88740003,2015
1-01313-7501,151 EAST 58 STREET,MIDTOWN CBD,R4-ELEVATOR,105,2001,365000,18293800,6402100,11891700,95143005,2016
1-01313-7501,151 EAST 58 STREET,MIDTOWN CBD,R4-ELEVATOR,105,2001,365000,17279100,4745000,12534100,100265004,2017
1-01313-7501,151 EAST 58 STREET,MIDTOWN CBD,R4  -ELEVATOR,105,2001,365000,17844850,4996850,12848000,103415007,2018
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4-CONDOMINIUM,18,2001,11861,452260,147551,304709,2301001,2012
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4-ELEVATOR,18,2001,11861,457004,149211,307793,2342998,2013
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4-CONDOMINIUM,18,2001,11861,468747,154312,314435,2397999,2014
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4-CONDOMINIUM,18,2001,11861,502076,165698,336378,2688002,2015
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4-ELEVATOR,18,2001,11861,578935,169850,409085,3273000,2016
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4-ELEVATOR,18,2001,11861,593880,172815,421065,3367999,2017
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4  -ELEVATOR,18,2001,11861,569447,155498,413949,3332000,2018
1-01319-7502,845 2 AVENUE,MIDTOWN EAST,R4  -ELEVATOR,18,2001,11861,592694,155616,437078,3549999,2019
1-01774-7501,149 EAST 125 STREET,HARLEM-CENTRAL,RR-CONRENT,13,2001,326461,7283345,3506191,3777154,29854000,2017
1-01774-7501,149 EAST 125 STREET,HARLEM-CENTRAL,RR  -CONRENT,233,2001,168492,5132266,2129739,3002527,5931972,2018
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,77,2001,91858,1872985,691691,1181294,8566000,2012
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOPS,77,2001,91858,1944634,706388,1238246,9118000,2013
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,77,2001,91858,1798361,685800,1112561,8066000,2014
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,77,2001,91858,1874822,781712,1093110,8184000,2015
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOPS,77,2001,91858,2198162,882755,1315407,10426000,2016
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOPS,77,2001,91858,2258788,896534,1362254,10897000,2017
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9  -CONDOPS,77,2001,91858,2194488,715574,1478914,11332000,2018
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9  -CONDOPS,77,2001,91858,2491189,817536,1673653,13465000,2019
3-00028-7501,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-CONDOMINIUM,13,2001,24672,473702,108804,364898,2292158,2012
3-00028-7501,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,13,2001,24672,548705,155434,393271,2924999,2013
3-00028-7501,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,13,2001,24672,699451,284468,414983,3320004,2017
3-00028-7501,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4  -ELEVATOR,13,2001,24672,721656,279287,442369,3561004,2018
3-00028-7501,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4  -ELEVATOR,13,2001,25023,973144,369840,603304,4900006,2019
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4-CONDOMINIUM,11,2001,21259,454092,113948,340144,2490000,2012
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,11,2001,21259,456006,116712,339294,2507000,2013
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4-CONDOMINIUM,11,2001,21259,416725,116336,300389,2181001,2014
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,11,2001,21259,554647,204937,349710,2797999,2016
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,11,2001,21259,582284,139246,443038,3543999,2017
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4  -ELEVATOR,11,2001,21259,550608,110972,439636,3539000,2018
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4  -ELEVATOR,11,2001,21259,625865,144986,480879,3905000,2019
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2-CONDOMINIUM,14,2001,14976,336660,114866,221794,1423388,2012
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2-WALK-UP,14,2001,14976,332317,113069,219248,1629998,2013
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2-CONDOMINIUM,14,2001,14976,305894,103116,202778,1485000,2014
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2-CONDOMINIUM,14,2001,14976,303264,93750,209514,1567000,2015
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2-WALK-UP,14,2001,14976,367212,135233,231979,1847002,2016
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2-WALK-UP,14,2001,14976,429661,185253,244408,1955004,2017
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2  -WALK-UP,14,2001,14976,423521,163388,260133,2094000,2018
3-00952-7505,712 SACKETT STREET,PARK SLOPE,R2  -WALK-UP,14,2001,14976,456019,158296,297723,2418002,2019
3-01102-7505,392 14 STREET,PARK SLOPE,R4-CONDOMINIUM,24,2001,13057,230456,134095,96361,675999,2012
3-01102-7505,392 14 STREET,PARK SLOPE,R4-ELEVATOR,24,2001,13057,248083,127828,120255,865997,2013
3-01102-7505,392 14 STREET,PARK SLOPE,R4-CONDOMINIUM,24,2001,13057,310495,168827,141668,1085999,2015
3-01102-7505,392 14 STREET,PARK SLOPE,R4-ELEVATOR,24,2001,13057,309190,163213,145977,1156999,2016
3-01102-7505,392 14 STREET,PARK SLOPE,R4-ELEVATOR,24,2001,13057,367163,203689,163474,1308002,2017
3-01102-7505,392 14 STREET,PARK SLOPE,R4  -ELEVATOR,24,2001,13057,376564,195855,180709,1455004,2018
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-CONDOMINIUM,50,2001,67889,848613,363206,485407,3062000,2012
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-ELEVATOR,50,2001,67889,822815,340124,482691,3031000,2013
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-CONDOMINIUM,50,2001,67889,895456,344197,551259,3573000,2014
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-CONDOMINIUM,50,2001,67889,1027161,490159,537002,3762000,2015
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-ELEVATOR,50,2001,67889,987106,484727,502379,3551000,2016
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-ELEVATOR,50,2001,67889,1053637,417517,636120,4571000,2017
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4  -ELEVATOR,50,2001,67889,1168370,487443,680927,5134000,2018
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4  -ELEVATOR,50,2001,67966,1181929,451294,730635,5401000,2019
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,11,2001,11178,228367,124970,103397,750000,2012
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-ELEVATOR,11,2001,11178,232167,121058,111109,815000,2013
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,11,2001,11178,216366,116383,99983,723998,2014
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-ELEVATOR,11,2001,11178,258435,140843,117592,927999,2016
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-ELEVATOR,11,2001,11178,285933,150009,135924,1087000,2017
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,11,2001,11178,312313,155821,156492,1263999,2019
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,66,2001,85046,1308858,291708,1017150,6873998,2012
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,66,2001,85046,1229765,237278,992487,6631006,2013
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,66,2001,85046,1785116,803685,981431,7619001,2016
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,66,2001,85046,1715378,563855,1151523,8910006,2017
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,66,2001,85046,1878666,646350,1232316,9846986,2018
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,66,2001,85046,1919488,598724,1320764,10337996,2019
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,68,2001,83403,1673898,568808,1105090,7989018,2012
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,68,2001,83403,1666392,485405,1180987,8596992,2013
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,68,2001,83403,1753131,522103,1231028,9069984,2014
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,68,2001,93981,2176600,913495,1263105,9975002,2016
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,68,2001,93981,2131489,895639,1235850,9811972,2017
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,68,2001,93981,2172841,810116,1362725,10967992,2018
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,68,2001,93981,2300655,866505,1434150,11369974,2019
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,48,2001,67712,1358980,461796,897184,6485998,2012
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,48,2001,67712,1335958,410335,925623,6719009,2013
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,48,2001,67712,1520812,515288,1005524,7499000,2014
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,48,2001,67712,1476799,446899,1029900,7800001,2015
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,48,2001,67712,1772700,691340,1081360,8653008,2016
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,48,2001,67712,1870883,749572,1121311,8970005,2017
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,48,2001,67712,1717853,535602,1182251,9516008,2018
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,48,2001,67712,1834995,562687,1272308,10233009,2019
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,26819,568831,132754,436077,2752502,2012
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,26819,567222,138118,429104,3160999,2013
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,26819,530856,150453,380403,2767999,2014
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,26819,532089,153405,378684,2820996,2015
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,26819,584922,144286,440636,3444998,2016
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,22462,483382,108491,374891,2945000,2017
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,22462,608046,208223,399823,3216001,2019
3-02251-7501,341 WALLABOUT STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,12,2001,29866,487712,104830,382882,2633004,2012
3-02251-7501,341 WALLABOUT STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,12,2001,29866,469494,94675,374819,2570004,2013
3-02251-7501,341 WALLABOUT STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,12,2001,29866,565065,214737,350328,2660004,2016
3-02251-7501,341 WALLABOUT STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,12,2001,29866,627186,272378,354808,2806008,2018
3-02251-7501,341 WALLABOUT STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,12,2001,29866,676465,268197,408268,3196008,2019
3-02264-7507,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2001,38600,818706,191070,627636,4589001,2012
3-02264-7507,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2001,38600,800178,165980,634198,4653996,2013
3-02264-7507,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2001,38600,853060,203808,649252,5087986,2016
3-02264-7507,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2001,38600,913662,211528,702134,5616993,2017
3-02264-7507,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,28,2001,38600,871202,171770,699432,5611990,2018
3-02264-7507,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,28,2001,38600,929488,166366,763122,6036001,2019
3-02264-7508,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,16637,352871,82353,270518,1978002,2012
3-02264-7508,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,347713,76697,271016,1992002,2013
3-02264-7508,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,381154,88675,292479,2306000,2016
3-02264-7508,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,428735,121616,307119,2457000,2017
3-02264-7508,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,16637,412598,98325,314273,2530000,2018
3-02264-7508,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,16637,434059,93833,340226,2722998,2019
3-02264-7509,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,16637,352871,82353,270518,1977998,2012
3-02264-7509,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,347713,76697,271016,1991998,2013
3-02264-7509,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,381154,88675,292479,2306000,2016
3-02264-7509,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,428735,121616,307119,2457000,2017
3-02264-7509,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,16637,412598,98325,314273,2529998,2018
3-02264-7509,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,16637,434059,93833,340226,2723000,2019
3-02267-7501,111 GERRY STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,25,2001,43571,945926,331140,614786,4515000,2012
3-02267-7501,111 GERRY STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,25,2001,43571,942876,315018,627858,4645995,2013
3-02267-7501,111 GERRY STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,25,2001,43571,1083611,431789,651822,5201005,2016
3-02267-7501,111 GERRY STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,25,2001,43571,1198638,436146,762492,6099010,2017
3-02267-7501,111 GERRY STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,25,2001,43571,1178596,370789,807807,6502000,2018
3-02267-7501,111 GERRY STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,25,2001,43571,1250488,410003,840485,6809000,2019
3-02521-7501,"82 ,84,86,88 GREEN STREET",GREENPOINT,R2-CONDOMINIUM,16,2001,19238,370716,141399,229317,1643997,2012
3-02521-7501,"82 ,84,86,88 GREEN STREET",GREENPOINT,R2-WALK-UP,16,2001,19238,364368,120238,244130,1757001,2013
3-02521-7501,"82 ,84,86,88 GREEN STREET",GREENPOINT,R2-CONDOMINIUM,16,2001,19238,424390,224123,200267,1518999,2015
3-02521-7501,"82 ,84,86,88 GREEN STREET",GREENPOINT,R2-WALK-UP,16,2001,19238,438242,204115,234127,1843997,2016
